idade,renda,score_serasa,interesse,dias_ult_compra,vlr_tran_total_6m,gasto_vinho_6m,gasto_queijo_6m,gasto_cerveja_6m,gasto_flv_6m,gasto_mercearia_6m
46,3723.06,622.44,1.0,1,2357.32,11.82,12.11,861.96,254.42,253.93
45,3098.93,620.21,1.0,5,2529.53,24.23,2.81,510.86,205.41,285.51
44,3344.05,565.04,0.65,38,118.8,0.0,0.03,0.0,6.77,14.03
39,2322.13,550.07,0.01,181,0.0,0.0,0.0,0.0,0.0,0.44
43,2663.33,534.65,0.68,44,123.81,0.0,0.0,0.0,8.7,0.0
42,3060.32,477.21,0.0,179,4.51,0.0,0.02,0.0,0.0,0.0
44,2152.72,573.31,0.67,49,132.01,0.0,0.0,0.0,3.73,17.34
43,6461.73,793.58,1.0,26,766.89,174.43,0.0,6.49,0.0,37.14
47,4456.88,593.76,1.0,5,2328.35,1.8,17.73,0.0,197.49,150.3
44,4837.05,617.93,0.99,5,2449.89,18.67,17.81,0.0,201.41,277.27
49,3409.02,655.97,1.0,3,2528.94,0.0,3.33,0.0,240.43,296.55
44,2538.14,444.64,0.0,181,6.52,0.08,0.02,0.03,0.0,1.7
44,7759.94,760.96,0.99,24,849.97,166.38,0.0,35.12,29.38,11.9
44,2569.1,576.64,0.64,51,179.87,0.07,0.0,0.0,2.87,5.5
40,1949.6,521.41,0.0,181,0.0,0.0,0.0,0.0,0.0,0.17
44,3159.64,546.12,0.65,42,162.07,0.0,0.02,0.17,8.62,7.45
41,3566.53,635.63,0.63,66,327.53,4.79,0.0,0.0,7.4,18.32
44,7430.41,764.91,1.0,24,775.89,62.3,0.0,39.56,29.92,22.56
40,2937.96,510.83,0.01,180,0.0,0.0,0.0,0.02,0.0,0.0
42,4223.44,582.62,0.7,58,286.45,1.94,0.82,474.21,0.0,0.0
44,3473.04,572.21,0.71,51,224.01,0.0,0.01,0.89,0.0,25.38
47,4575.29,646.77,1.0,6,2403.32,0.0,30.52,40.02,88.2,375.09
44,2671.05,613.01,0.68,46,140.86,0.0,0.0,0.0,4.5,27.41
49,3779.17,658.51,1.0,6,2452.63,25.76,2.24,1285.74,252.9,317.36
43,6785.2,798.38,1.0,25,959.37,99.0,0.0,0.0,41.2,34.51
40,3270.98,501.72,0.01,180,13.07,0.0,0.0,0.1,0.23,0.0
45,2968.45,578.19,0.65,59,102.27,0.03,0.0,0.0,8.36,18.65
42,3332.54,564.97,0.62,53,107.01,0.03,0.01,0.0,4.71,0.09
43,2929.14,590.57,0.64,45,172.07,0.07,0.0,1.17,3.09,0.0
45,3286.07,595.56,0.98,5,2507.97,0.0,0.0,0.0,220.65,209.01
44,7180.93,832.92,1.0,20,779.33,62.78,0.0,0.0,83.02,39.52
44,7734.37,764.92,1.0,26,841.57,0.0,11.78,13.13,45.23,51.94
46,6328.26,760.52,0.98,33,431.56,0.0,49.52,0.0,36.25,57.62
49,3390.51,661.04,1.0,5,2357.72,0.0,3.26,1820.26,145.97,28.06
46,4190.43,756.08,1.0,25,655.87,0.0,25.26,0.0,29.44,44.21
46,3963.42,671.68,1.0,7,2404.38,0.27,24.43,0.0,119.19,209.93
44,2988.19,565.97,0.68,45,161.52,0.08,0.0,0.79,4.51,14.56
40,2890.67,521.08,0.01,180,0.0,0.0,0.01,0.12,1.11,0.0
44,5885.02,804.98,0.97,37,442.53,0.12,22.7,0.0,55.2,52.24
45,6034.27,763.41,1.0,24,450.21,0.0,26.11,0.0,78.76,59.13
48,3729.12,587.88,1.0,7,2422.08,0.0,23.74,1434.32,266.38,294.44
40,4300.05,533.51,0.68,54,265.56,0.0,0.0,525.73,1.79,32.94
40,7733.93,815.3,1.0,27,780.32,117.54,0.0,0.0,91.42,60.97
50,3472.86,609.64,1.0,7,2436.72,0.0,35.87,1786.63,175.68,275.51
40,3636.6,565.35,0.66,56,240.53,0.88,0.0,575.48,0.39,17.22
45,4829.95,744.19,1.0,26,587.88,0.0,25.18,0.0,118.7,82.01
43,6723.23,773.46,1.0,14,916.41,18.87,0.0,2.63,63.31,91.07
43,3660.36,589.8,0.66,70,240.16,0.52,0.0,108.35,2.24,6.51
43,5075.66,757.54,1.0,33,710.36,0.0,20.66,0.0,20.36,27.86
42,2612.99,530.04,0.0,180,0.0,0.06,0.0,0.01,0.58,0.0
41,2582.56,530.1,0.01,184,0.0,0.0,0.02,0.11,0.29,0.41
41,7231.46,835.3,0.98,33,963.33,106.02,0.47,90.28,114.87,22.96
43,3448.53,595.33,0.67,46,220.68,0.0,0.02,0.0,1.35,0.0
42,2107.54,492.27,0.0,183,0.0,0.06,0.02,0.04,0.36,0.0
40,3826.21,539.27,0.65,67,254.52,1.18,0.0,167.94,0.0,4.09
42,3233.88,577.91,0.63,56,284.22,0.0,0.0,0.0,0.0,0.0
42,3323.84,510.93,0.0,179,0.0,0.0,0.0,0.0,0.95,1.27
41,3538.47,587.45,0.62,63,241.57,0.0,0.52,511.8,9.09,32.23
43,6557.37,713.86,0.97,17,734.11,84.41,24.07,0.0,45.54,31.82
48,4238.29,648.77,1.0,1,2401.06,0.0,11.92,729.61,140.25,269.18
42,6201.61,735.01,0.99,21,906.55,142.97,0.0,22.58,6.5,38.69
42,2978.5,523.36,0.0,180,0.0,0.03,0.02,0.27,0.8,0.0
44,4256.48,790.6,1.0,33,500.32,0.34,5.92,0.0,30.76,73.19
41,3190.44,565.64,0.66,64,226.34,0.0,0.0,0.0,5.26,45.94
43,7789.3,757.55,1.0,25,929.37,35.71,0.0,99.94,97.53,15.26
44,6277.9,748.44,0.95,28,629.53,0.56,18.82,8.99,38.75,3.2
42,3629.11,537.44,0.66,68,347.84,0.0,0.03,134.96,1.15,0.0
42,2803.0,577.45,0.7,51,185.27,0.0,0.0,0.19,10.05,1.7
43,3805.56,517.84,0.68,59,259.44,0.0,0.57,478.38,2.95,20.63
44,6554.34,783.4,1.0,17,858.53,97.92,0.0,0.0,27.95,0.0
43,5025.84,736.6,1.0,31,627.38,0.0,39.28,0.0,11.51,62.18
42,2948.5,596.93,0.69,46,218.72,0.07,0.04,0.0,3.79,0.0
46,5181.08,785.01,0.97,31,612.45,0.0,15.76,0.0,73.71,50.49
42,6879.12,787.55,0.99,22,948.74,71.49,14.63,36.6,80.79,36.57
44,6702.96,806.67,0.97,30,838.72,193.54,0.0,57.63,51.03,66.86
43,4597.6,744.62,0.99,34,639.57,0.0,10.94,6.38,5.89,33.32
42,7758.9,767.54,1.0,27,711.11,37.83,0.0,46.99,66.68,29.57
46,7063.79,756.73,1.0,20,858.02,231.94,0.0,0.0,21.36,48.78
45,4501.2,715.22,1.0,24,560.05,2.21,22.84,12.43,103.5,31.35
48,3107.76,655.02,0.99,7,2435.62,0.0,28.75,0.0,168.4,258.25
44,4885.57,754.65,1.0,28,612.97,1.41,16.52,1.79,53.07,44.32
43,6412.04,764.38,1.0,17,764.63,140.04,0.0,0.0,66.95,67.09
42,3819.7,515.17,0.0,179,18.19,0.05,0.0,0.0,0.0,0.0
40,4291.37,599.04,0.68,66,245.03,0.0,0.0,0.0,13.42,0.35
46,6926.2,790.31,0.97,22,881.46,178.23,0.0,10.39,62.51,22.46
42,4091.34,556.88,0.64,58,253.65,0.0,0.34,0.0,0.0,0.0
41,4386.53,615.29,0.63,50,198.35,0.0,0.0,0.0,0.0,0.0
42,2794.38,571.44,0.67,45,171.42,0.06,0.0,0.26,0.0,9.86
42,2400.58,525.16,0.0,182,0.0,0.02,0.01,0.01,1.2,3.81
43,7317.48,770.09,0.97,25,672.77,117.26,18.9,34.6,54.34,54.15
43,4875.65,750.56,1.0,38,414.87,1.17,18.12,0.0,27.4,45.46
46,3501.79,607.48,1.0,4,2458.11,26.03,23.53,0.0,166.52,114.94
45,5563.4,775.2,1.0,33,589.84,2.38,20.42,12.93,12.72,19.33
47,3590.38,662.55,0.99,3,2436.16,0.0,10.28,470.37,363.39,155.09
40,4829.91,609.53,0.69,66,253.45,2.61,0.43,461.53,8.56,16.35
42,2703.27,550.93,0.68,58,298.84,8.14,0.0,0.0,6.41,0.56
41,3845.56,600.9,0.61,58,262.07,0.0,2.06,894.98,8.76,0.0
47,3691.99,657.45,0.98,10,2526.81,0.0,8.3,280.18,309.72,354.86
44,8245.94,830.73,1.0,26,816.17,160.29,3.06,0.0,56.31,40.61
41,2771.73,605.84,0.67,47,83.13,0.0,0.05,1.17,5.14,10.41
41,1550.54,525.04,0.0,183,0.0,0.1,0.0,0.12,0.49,0.0
43,6892.91,770.88,1.0,27,882.45,78.57,0.0,13.9,65.61,49.51
44,4222.12,815.54,0.99,29,462.29,0.0,47.41,12.03,72.8,19.09
44,7358.37,740.22,0.97,26,747.22,102.84,0.0,34.11,57.63,72.58
44,7824.74,745.51,1.0,25,989.57,168.26,0.0,48.32,53.76,55.74
45,7332.1,777.41,1.0,32,1046.88,100.45,19.53,40.66,68.84,25.39
41,1929.81,530.54,0.01,181,0.0,0.04,0.07,0.0,0.0,0.0
44,5851.58,753.79,0.99,36,636.06,1.2,23.5,0.0,39.37,26.94
43,3193.25,530.37,0.66,49,212.25,0.15,0.0,0.06,0.0,19.2
47,2946.0,606.87,0.65,44,188.86,0.01,0.02,0.41,7.57,0.0
46,7182.81,757.68,0.98,28,785.53,155.72,15.7,67.86,52.09,42.46
42,3604.54,581.01,0.66,48,301.27,0.0,0.46,0.0,4.98,0.0
45,2721.17,558.62,0.69,43,218.47,0.0,0.0,0.0,0.0,10.89
45,6259.0,709.65,0.97,24,621.17,0.0,20.17,1.35,24.4,58.21
43,2720.05,538.12,0.0,180,0.0,0.22,0.08,0.13,0.09,1.76
44,4679.73,768.71,1.0,34,473.64,0.5,35.8,0.14,40.51,67.67
45,2991.95,521.52,0.71,45,217.34,0.04,0.07,0.0,5.26,29.01
41,8462.86,751.44,0.97,14,897.34,106.86,4.49,57.22,18.77,33.33
45,3608.17,535.8,0.64,51,148.08,0.0,0.0,0.0,0.79,0.0
48,6193.18,744.62,1.0,31,614.59,0.0,16.06,0.67,0.0,37.13
39,2749.68,683.33,0.62,61,283.52,0.0,0.0,0.0,7.28,25.93
44,2239.44,538.85,0.71,51,162.27,0.0,0.0,0.73,11.96,14.74
44,5185.98,779.06,1.0,32,564.84,0.12,22.15,10.58,29.04,69.45
49,3765.87,675.34,1.0,5,2440.39,0.0,15.93,79.9,172.09,369.18
44,2014.81,540.93,0.0,182,0.0,0.26,0.0,0.0,0.0,4.28
43,2716.61,565.73,0.66,53,202.73,0.0,0.0,0.54,2.7,19.99
42,3514.34,593.37,0.68,60,216.69,2.16,0.13,0.0,2.94,9.82
49,3972.02,603.96,0.98,5,2432.88,27.41,23.34,0.0,302.71,311.83
46,2780.45,584.64,0.69,48,201.95,0.0,0.02,0.04,23.85,22.38
43,1977.19,552.11,0.01,183,7.96,0.0,0.04,0.09,0.91,4.46
43,2727.74,589.0,0.01,182,10.9,0.0,0.0,0.02,0.0,0.0
44,2121.58,537.86,0.69,45,103.88,0.0,0.02,0.13,5.73,2.08
40,3366.6,577.1,0.65,62,299.0,2.58,0.51,135.84,0.44,26.84
43,2846.15,559.95,0.63,41,164.53,0.07,0.0,0.0,0.0,21.05
41,5136.21,758.41,1.0,26,464.3,0.0,22.31,15.76,37.64,39.65
45,2409.99,560.27,0.69,46,112.14,0.0,0.0,0.0,10.99,29.87
46,3940.95,600.73,0.99,3,2428.63,8.84,21.83,737.96,263.39,410.46
43,7398.41,765.84,0.96,22,760.59,107.78,0.0,28.99,5.91,31.88
41,2602.81,465.47,0.7,47,166.84,0.1,0.0,0.2,7.98,15.54
44,7558.21,807.2,0.95,11,877.01,172.82,22.87,53.09,67.98,35.57
46,4909.66,692.01,1.0,30,574.54,0.0,7.72,7.6,51.27,39.8
41,3954.12,591.23,0.69,60,238.87,0.0,0.0,242.88,0.46,0.0
43,3722.41,545.23,0.68,51,168.63,0.04,0.03,0.64,9.74,43.93
48,4231.91,630.76,0.99,6,2400.89,13.84,0.0,1180.41,244.55,0.0
41,3207.48,564.11,0.01,179,16.67,0.0,0.04,0.0,0.0,0.0
48,4537.96,600.44,1.0,9,2499.48,0.0,0.0,1236.5,200.05,371.99
43,2773.31,559.17,0.7,48,124.2,0.0,0.0,0.18,0.0,6.67
46,4470.47,787.06,1.0,25,580.49,1.11,21.04,8.01,0.0,0.0
44,5268.33,759.08,1.0,27,597.52,0.0,29.61,0.0,30.27,66.46
48,6026.58,776.06,1.0,34,439.14,0.19,53.18,0.0,7.21,41.69
40,2410.38,549.77,0.0,182,7.49,0.17,0.0,0.0,0.0,2.8
41,2355.47,508.81,0.01,180,0.0,0.11,0.0,0.06,0.0,0.0
40,3330.44,485.72,0.0,179,0.0,0.03,0.05,0.08,0.0,0.0
41,3922.1,599.05,0.75,59,230.54,0.0,0.83,339.02,9.09,52.05
45,3102.63,533.57,0.63,48,148.15,0.0,0.0,0.0,7.03,0.0
43,2484.3,581.78,0.68,48,188.28,0.0,0.02,0.0,17.82,23.78
44,6091.8,793.94,0.99,18,903.87,16.9,0.87,35.73,0.0,53.48
47,3980.79,639.32,1.0,5,2523.86,0.0,24.0,340.81,166.08,118.09
41,2875.05,524.52,0.65,60,236.1,5.4,0.0,0.0,0.0,10.92
41,5350.27,782.87,1.0,28,434.05,2.21,37.46,0.0,68.41,32.86
45,3893.0,637.15,1.0,2,2621.97,0.0,2.54,0.0,216.66,210.62
48,3045.94,650.11,1.0,3,2474.12,21.18,0.0,0.0,158.81,225.89
41,2732.37,486.2,0.03,182,10.1,0.0,0.0,0.3,0.0,0.0
44,2350.37,566.59,0.67,50,163.07,0.0,0.0,0.0,4.84,5.05
44,7427.28,806.75,1.0,32,965.03,71.17,0.0,19.63,75.74,33.89
43,3017.96,568.05,0.64,54,196.23,0.0,0.68,1027.17,10.58,24.88
44,6849.08,760.9,1.0,13,873.68,0.0,0.0,12.89,52.41,39.23
40,2579.6,535.15,0.01,185,7.51,0.0,0.0,0.08,0.86,0.0
47,4893.91,739.72,1.0,27,560.7,0.0,26.7,0.1,60.24,54.11
45,3580.94,566.37,0.71,37,111.94,0.07,0.0,0.31,8.73,3.33
48,2993.97,618.9,0.99,9,2444.77,40.16,20.08,0.0,110.3,179.76
44,5322.05,739.9,1.0,34,576.37,2.38,17.75,0.0,33.72,37.76
44,2661.35,536.79,0.65,49,191.98,0.03,0.01,0.73,11.01,9.47
45,5050.59,716.45,1.0,32,410.37,0.0,32.64,0.0,36.68,47.87
42,5693.47,778.08,1.0,22,812.92,0.0,15.59,0.0,46.15,58.98
47,3249.56,603.61,1.0,3,2433.69,0.0,9.96,0.0,234.86,228.07
41,6329.53,797.19,1.0,24,856.3,124.15,2.91,0.0,11.89,64.54
43,6526.94,777.97,1.0,28,852.43,106.88,0.0,0.0,84.21,40.32
41,3880.14,585.36,0.66,53,267.96,5.66,0.01,278.72,6.47,12.74
42,2775.34,605.07,0.68,63,249.04,0.0,0.71,115.71,0.3,0.0
48,4083.94,592.09,1.0,6,2377.53,4.82,30.34,0.0,217.91,250.32
42,4448.96,688.69,1.0,32,539.73,0.0,20.77,5.94,9.09,11.52
44,4635.13,780.06,1.0,25,534.8,0.38,24.72,0.0,94.29,40.75
43,6841.82,782.49,1.0,24,724.64,90.14,13.11,16.9,25.57,80.64
45,7043.65,737.92,0.99,29,440.25,0.0,31.85,6.54,0.0,15.73
41,3486.68,569.31,0.68,58,207.22,3.31,0.79,0.0,0.66,5.67
45,4415.68,638.78,1.0,3,2503.85,0.0,23.2,0.0,228.23,129.8
45,5457.85,792.44,1.0,31,523.0,0.0,6.37,0.0,45.84,59.05
44,4326.92,761.68,0.98,33,567.05,0.0,35.79,0.0,64.36,55.03
40,1634.1,539.83,0.0,182,14.51,0.14,0.03,0.13,0.73,0.0
42,2153.68,582.08,0.62,38,136.0,0.0,0.0,0.33,8.89,10.38
41,3555.34,592.2,0.67,63,352.53,0.0,0.0,0.0,0.0,61.23
45,6764.02,754.32,0.97,27,739.12,120.3,13.32,0.0,105.34,0.0
43,7533.77,797.26,0.96,20,838.65,24.81,3.74,0.0,93.87,48.95
44,7517.71,762.22,1.0,21,918.24,61.0,5.69,0.0,77.72,41.48
38,7887.7,771.86,0.99,30,793.4,140.68,2.01,28.29,32.68,0.12
43,3284.9,550.45,0.61,66,304.01,0.12,0.36,352.64,0.0,11.28
40,3366.48,590.92,0.71,59,289.37,6.7,0.0,0.0,1.66,50.69
44,2608.51,530.69,0.63,40,135.12,0.0,0.0,0.0,6.94,0.0
44,7445.52,791.68,0.97,29,704.78,74.87,7.84,17.81,0.0,77.85
47,5564.47,805.63,0.96,28,455.66,0.0,9.59,0.0,26.47,11.85
39,3186.06,548.3,0.62,62,197.33,0.0,0.0,0.0,0.0,0.0
40,6279.64,808.32,1.0,34,459.61,1.07,7.76,0.0,31.67,7.11
47,4118.64,616.89,1.0,8,2563.3,0.0,2.64,0.0,247.5,41.21
49,3805.09,644.58,1.0,1,2397.54,0.0,22.74,822.16,282.48,184.41
44,7443.05,839.72,1.0,27,849.39,150.32,0.0,0.0,1.42,9.78
45,7464.06,780.61,1.0,26,862.93,91.54,0.0,29.84,110.11,49.61
45,5934.33,707.83,1.0,38,462.69,0.0,25.63,0.0,54.19,26.0
44,5434.69,772.68,1.0,32,616.77,2.38,26.29,0.0,51.48,0.06
43,7310.46,798.79,1.0,12,846.16,153.68,0.0,121.06,24.65,0.0
43,6393.75,778.42,1.0,30,623.62,0.0,20.95,10.88,98.5,31.99
40,3425.16,505.63,0.0,182,0.0,0.0,0.1,0.0,0.0,3.01
42,1716.44,547.1,0.01,183,3.66,0.0,0.0,0.0,0.7,0.12
43,6734.09,767.92,0.99,21,795.27,122.02,15.41,68.43,57.36,53.38
39,2304.34,468.02,0.0,184,8.68,0.0,0.0,0.06,0.66,1.24
47,5017.38,768.67,0.97,31,611.11,0.0,22.55,0.0,34.2,21.34
44,4587.14,719.56,1.0,30,544.13,0.55,20.42,0.0,29.94,42.2
50,4414.92,635.68,1.0,6,2568.6,15.93,6.68,446.6,137.4,153.43
45,7544.72,786.81,0.98,25,852.4,53.11,0.0,0.0,114.26,45.64
43,3097.11,575.46,0.73,65,321.55,0.0,0.32,0.0,2.51,30.73
44,5067.28,792.09,0.97,32,681.01,1.29,24.3,0.35,21.8,24.9
40,3019.03,518.78,0.02,182,0.0,0.0,0.01,0.0,0.67,0.17
43,7748.45,769.48,0.98,21,984.74,217.77,14.98,0.0,27.24,52.62
42,4580.65,761.49,1.0,28,628.18,0.21,12.75,1.33,54.68,39.85
48,3655.96,634.04,0.99,8,2493.94,0.0,25.04,20.48,298.2,550.09
49,2840.87,667.92,1.0,7,2422.7,11.59,21.87,58.84,196.0,119.02
40,2970.93,576.18,0.72,62,282.59,0.0,0.0,578.01,8.38,41.54
44,4501.11,793.52,1.0,33,629.34,1.81,6.13,4.65,65.4,45.34
42,3736.08,670.42,0.63,64,304.47,0.0,0.0,148.54,0.0,19.11
42,3865.39,553.89,0.67,72,219.6,0.0,0.0,432.4,0.0,0.0
44,2678.26,575.26,0.66,54,272.45,0.0,0.25,170.77,14.08,38.27
47,2990.34,563.69,0.7,37,145.76,0.01,0.0,0.0,0.0,5.15
44,2382.57,560.85,0.7,45,123.4,0.0,0.0,0.06,0.0,8.94
41,3566.68,500.33,0.65,56,346.47,0.0,0.27,585.43,0.0,0.0
43,3076.86,533.79,0.0,183,0.0,0.0,0.07,0.1,0.24,0.0
43,5042.44,767.71,1.0,25,453.32,0.17,18.15,0.0,33.45,19.84
46,3905.87,651.81,1.0,0,2564.82,0.0,0.0,0.0,332.15,216.67
45,5325.42,794.4,1.0,34,509.82,0.31,10.08,0.0,31.34,37.44
45,3187.17,553.67,0.65,47,169.05,0.0,0.02,0.0,7.51,0.0
44,8278.88,819.75,1.0,23,753.46,67.66,0.0,0.0,45.09,51.53
50,3514.8,638.28,1.0,8,2504.55,1.85,10.09,0.0,232.84,455.76
40,3061.7,580.21,0.68,62,247.5,0.0,1.54,626.79,11.93,11.88
48,3799.8,623.22,1.0,3,2549.54,9.61,34.2,174.07,248.89,302.61
45,4077.41,613.4,1.0,4,2546.99,0.0,25.66,78.89,99.91,243.13
42,5281.88,745.98,0.98,27,536.92,0.43,29.47,0.0,55.38,62.34
41,3046.29,666.72,0.64,61,215.58,0.0,0.7,417.94,4.28,0.0
43,3435.57,575.52,0.67,43,188.55,0.09,0.02,0.0,11.74,10.77
41,2787.38,530.82,0.01,182,0.0,0.0,0.05,0.09,1.23,0.0
44,1983.17,489.78,0.0,182,23.19,0.15,0.0,0.0,0.81,0.0
47,4208.53,594.54,1.0,3,2454.78,0.0,30.65,583.03,120.4,205.33
41,3275.74,535.92,0.69,59,310.14,3.11,0.13,452.8,0.0,0.0
43,6379.68,785.25,1.0,27,1143.41,124.6,5.85,24.77,13.61,45.96
43,2646.52,556.63,0.01,181,9.25,0.09,0.04,0.0,1.17,0.0
47,6434.2,808.15,0.98,18,912.67,140.91,13.88,14.91,54.75,59.46
45,4966.89,745.23,1.0,37,534.88,2.06,23.56,0.0,41.58,87.91
42,2564.88,622.76,0.63,45,176.49,0.0,0.0,0.01,3.5,0.92
47,2731.17,706.05,1.0,3,2465.24,0.0,36.83,862.28,248.08,152.87
41,2934.22,563.63,0.0,181,6.37,0.0,0.0,0.06,1.89,0.0
44,5310.85,814.72,1.0,36,558.87,0.0,31.26,9.18,40.79,66.22
43,2866.38,587.16,0.68,70,370.69,3.19,0.0,0.0,6.28,31.45
42,4465.77,553.59,0.7,61,332.17,0.0,0.0,109.99,0.0,16.21
42,3182.29,531.94,0.0,182,0.0,0.0,0.0,0.19,0.92,0.0
47,3322.3,661.62,1.0,9,2413.59,0.0,24.56,0.0,294.78,157.74
43,3822.56,634.74,0.7,60,314.72,1.44,0.0,0.0,3.72,29.9
45,1682.23,560.1,0.66,42,202.95,0.06,0.0,0.0,13.73,22.17
42,5264.08,757.03,1.0,25,458.47,0.0,30.06,8.1,26.85,5.95
49,3227.68,590.88,1.0,5,2455.24,0.0,15.34,297.18,157.92,185.64
42,3460.0,568.31,0.66,43,101.28,0.01,0.04,0.0,0.0,0.0
46,5178.52,763.7,1.0,30,646.69,0.36,33.59,0.0,46.74,111.96
47,4780.76,601.21,1.0,4,2491.6,2.35,42.81,0.0,329.46,328.7
42,3807.1,581.04,0.66,50,215.5,0.0,0.12,90.66,2.14,2.19
50,2242.73,636.61,0.98,3,2393.25,0.0,24.86,0.0,201.21,515.93
42,3119.1,546.45,0.0,182,2.5,0.08,0.0,0.0,0.0,0.0
43,2780.93,537.94,0.0,182,0.0,0.05,0.01,0.07,0.0,0.0
41,2510.73,579.93,0.65,52,193.2,0.0,0.03,0.08,7.45,6.31
43,2668.92,566.13,0.66,52,102.21,0.11,0.02,0.0,5.56,4.65
42,6622.81,778.94,1.0,24,867.26,48.11,0.25,48.17,73.89,62.12
42,3413.74,531.15,0.0,182,2.59,0.0,0.0,0.08,0.0,0.62
41,6817.27,768.6,0.98,24,838.72,117.36,0.0,54.56,14.37,56.05
42,5188.87,752.05,1.0,30,429.85,0.0,10.54,0.0,65.7,57.52
43,6877.91,790.13,1.0,25,928.17,124.72,0.0,0.0,60.09,41.45
45,2458.54,527.03,0.71,39,86.29,0.0,0.0,0.0,7.55,16.34
46,2792.16,507.92,0.67,56,158.62,0.09,0.0,1.23,12.22,2.47
42,2954.35,521.16,0.0,183,0.0,0.0,0.0,0.06,0.44,0.0
39,2309.5,512.88,0.01,183,0.0,0.0,0.05,0.02,0.06,3.51
42,2361.76,574.3,0.01,183,5.34,0.0,0.02,0.0,0.0,0.77
43,5372.56,765.12,1.0,34,550.42,0.39,8.76,0.0,41.58,8.53
46,5659.23,746.17,0.98,36,531.05,1.65,25.19,5.55,32.2,23.4
40,3082.7,554.22,0.68,58,284.13,0.0,0.0,0.0,5.45,49.33
45,3759.88,644.65,0.68,49,226.91,0.16,0.0,0.0,17.43,21.51
43,7404.97,761.14,1.0,30,900.65,62.47,22.69,17.92,21.73,84.59
44,4748.82,743.24,0.96,28,525.94,0.02,0.63,2.25,46.75,36.83
39,3511.23,465.81,0.0,178,0.0,0.04,0.0,0.0,0.0,0.0
42,6862.39,748.28,0.95,36,913.45,188.43,14.73,0.0,72.2,29.44
47,3418.92,668.41,1.0,4,2399.43,8.22,18.05,0.0,257.47,74.33
48,4306.37,608.29,1.0,0,2558.73,15.77,0.0,602.71,268.05,288.79
39,2659.31,598.79,0.73,50,279.29,1.79,0.0,0.0,10.06,0.0
43,2797.94,543.71,0.01,183,11.82,0.16,0.0,0.11,0.0,1.63
42,2948.39,494.08,0.0,182,0.0,0.13,0.0,0.0,0.66,0.0
47,7072.24,774.82,0.99,22,938.06,94.54,0.0,0.0,33.04,86.18
49,3742.26,587.29,1.0,8,2505.54,0.0,32.53,683.37,349.55,305.78
39,2800.72,473.0,0.0,180,0.0,0.0,0.0,0.22,0.0,0.91
41,2558.01,535.76,0.0,184,26.53,0.0,0.0,0.09,0.0,0.0
43,3839.53,613.47,0.69,45,159.01,0.0,0.0,0.0,12.81,19.17
42,2661.08,627.23,0.7,60,235.4,0.26,0.44,0.0,0.0,0.0
43,7422.35,731.42,0.98,20,920.02,144.47,0.0,29.92,2.83,79.72
43,6368.88,770.32,1.0,21,707.87,218.2,7.32,0.0,0.0,19.53
40,2999.73,572.67,0.61,59,259.54,0.0,0.0,0.0,8.81,0.0
43,6603.14,863.18,0.98,21,854.09,104.08,2.35,45.4,31.15,39.71
44,4734.58,807.65,1.0,23,553.2,0.58,45.0,4.16,69.46,18.16
44,2463.91,503.86,0.68,44,83.9,0.04,0.0,0.99,7.88,0.0
42,2788.5,560.91,0.66,52,205.96,0.0,0.02,0.0,7.82,15.3
48,3318.98,590.34,1.0,2,2580.2,2.96,14.69,1575.61,250.97,265.7
41,2074.67,540.05,0.0,181,13.73,0.06,0.01,0.01,0.92,2.34
46,4489.94,667.6,0.99,4,2393.32,0.0,2.0,679.09,234.06,237.42
42,2386.05,538.84,0.0,179,0.0,0.1,0.03,0.0,1.22,2.94
40,3372.77,477.15,0.0,182,11.88,0.0,0.04,0.07,0.31,0.0
46,5471.47,766.06,0.98,31,582.24,2.82,32.57,0.0,20.51,60.7
50,3987.49,653.54,1.0,9,2499.52,0.0,19.94,0.0,234.45,361.56
43,2800.65,576.47,0.69,49,195.24,0.13,0.0,0.83,2.83,8.34
43,5222.57,766.56,0.98,21,687.2,0.0,44.03,0.0,52.45,49.82
47,3247.83,625.53,1.0,6,2441.76,23.61,20.81,0.0,199.8,88.81
43,6871.31,706.86,1.0,14,754.93,106.27,1.41,0.42,5.56,40.55
47,3306.72,586.3,1.0,1,2331.75,0.0,25.94,496.59,221.1,135.38
48,3291.35,669.86,1.0,6,2437.77,14.87,18.05,91.28,295.35,380.3
46,3753.62,624.52,1.0,3,2513.77,5.88,23.04,0.0,105.17,287.35
46,5962.44,779.46,1.0,14,826.08,126.68,0.0,0.0,13.56,7.92
44,6931.76,839.63,0.96,22,845.53,71.31,0.0,35.07,0.0,67.7
45,7207.32,823.96,0.98,21,687.83,41.22,3.52,67.55,92.67,39.98
39,2682.17,466.41,0.0,182,0.0,0.03,0.0,0.0,0.0,0.0
44,3317.79,564.77,0.65,49,94.48,0.0,0.0,0.0,0.0,7.59
46,4311.03,590.93,1.0,5,2571.13,0.0,34.42,267.95,156.1,44.75
40,2846.06,523.9,0.02,181,27.45,0.04,0.02,0.0,0.8,0.0
43,3410.49,582.79,0.67,46,182.53,0.0,0.03,0.94,2.1,0.0
42,2813.76,559.9,0.0,183,0.0,0.02,0.0,0.0,0.0,0.0
40,3887.98,573.01,0.69,58,357.75,3.77,1.21,0.0,5.55,55.58
44,2638.25,578.42,0.01,182,15.82,0.0,0.03,0.0,0.21,0.76
